method_circuit,value,metric,idx
VQE_XQAOA,0.9523809523809523,AR2,14
VQE_XQAOA,1.0,AR2,15
VQE_XQAOA,0.9545453678477894,AR2,16
VQE_XQAOA,1.0,AR2,17
VQE_XQAOA,0.97317533493042,AR2,18
VQE_XQAOA,1.0,AR2,19
VQE_XQAOA,0.9545458013361151,AR2,20
VQE_XQAOA,0.952380861554827,AR2,21
VQE_XQAOA,0.9523853120349702,AR2,22
VQE_XQAOA,0.9523531595865885,AR2,23
VQE_XQAOA,0.9855269432067871,AR2,24
VQE_XQAOA,0.9523809523809523,AR2,25
VQE_XQAOA,0.9656298501150948,AR2,26
VQE_XQAOA,1.0,AR2,27
VQE_XQAOA,0.8767415909540086,AR2,28
VQE_XQAOA,1.0,AR2,29
VQE_XQAOA,1.0,AR2,30
VQE_XQAOA,0.8617127158425071,AR2,31
VQE_XQAOA,0.9523804982503256,AR2,32
VQE_XQAOA,1.0,AR2,33
VQE_XQAOA,0.9871570587158203,AR2,34
VQE_XQAOA,0.9999992370605468,AR2,35
VQE_XQAOA,0.967110588437035,AR2,36
VQE_XQAOA,0.9999960119074042,AR2,37
VQE_XQAOA,0.9999999091738746,AR2,38
VQE_XQAOA,0.9998120394620028,AR2,39
VQE_XQAOA,0.9241533733549572,AR2,40
VQE_XQAOA,0.9999228390780363,AR2,41
VQE_XQAOA,0.9231171607971191,AR2,42
VQE_XQAOA,1.0,AR2,43
VQE_XQAOA,0.8900178273518881,AR2,44
VQE_XQAOA,1.0,AR2,45
VQE_XQAOA,0.9993837356567383,AR2,46
VQE_XQAOA,0.9854678240689364,AR2,47
VQE_XQAOA,0.9523813156854539,AR3,0
VQE_XQAOA,0.9545454545454546,AR3,1
VQE_XQAOA,0.9523809523809523,AR3,2
VQE_XQAOA,1.0,AR3,3
VQE_XQAOA,0.9999998266046698,AR3,4
VQE_XQAOA,0.936958833174272,AR3,5
VQE_XQAOA,1.0,AR3,6
VQE_XQAOA,0.896353767031715,AR3,7
VQE_XQAOA,1.0,AR3,8
VQE_XQAOA,0.9503026008605957,AR3,9
VQE_XQAOA,1.0,AR3,10
VQE_XQAOA,0.9523805890764508,AR3,11
VQE_XQAOA,0.9999998266046698,AR3,12
VQE_XQAOA,0.9090912558815696,AR3,13
VQE_XQAOA,0.9523809523809523,AR3,14
VQE_XQAOA,1.0,AR3,15
VQE_XQAOA,0.9545454545454546,AR3,16
VQE_XQAOA,1.0,AR3,17
VQE_XQAOA,0.9806440353393555,AR3,18
VQE_XQAOA,1.0,AR3,19
VQE_XQAOA,0.9545458013361151,AR3,20
VQE_XQAOA,0.9523807707287016,AR3,21
VQE_XQAOA,0.9523875826881045,AR3,22
VQE_XQAOA,0.9523803165980748,AR3,23
VQE_XQAOA,0.992221736907959,AR3,24
VQE_XQAOA,0.9523809523809523,AR3,25
VQE_XQAOA,0.9733826773507255,AR3,26
VQE_XQAOA,1.0,AR3,27
VQE_XQAOA,0.8881814139229911,AR3,28
VQE_XQAOA,1.0,AR3,29
VQE_XQAOA,1.0,AR3,30
VQE_XQAOA,0.8632424961436879,AR3,31
VQE_XQAOA,0.9523809523809523,AR3,32
VQE_XQAOA,1.0,AR3,33
VQE_XQAOA,0.9940088272094727,AR3,34
VQE_XQAOA,1.0,AR3,35
VQE_XQAOA,0.9735052017938524,AR3,36
VQE_XQAOA,0.9999999133023348,AR3,37
VQE_XQAOA,1.0,AR3,38
VQE_XQAOA,0.9999879490245472,AR3,39
VQE_XQAOA,0.9331842150006976,AR3,40
VQE_XQAOA,0.9999968788840554,AR3,41
VQE_XQAOA,0.9335125923156739,AR3,42
VQE_XQAOA,1.0,AR3,43
VQE_XQAOA,0.8985058012462798,AR3,44
VQE_XQAOA,1.0,AR3,45
VQE_XQAOA,0.9999319076538086,AR3,46
VQE_XQAOA,0.9918365478515625,AR3,47
VQE_XQAOA,0.9523814973377046,AR5,0
VQE_XQAOA,0.9545454545454546,AR5,1
VQE_XQAOA,0.9523809523809523,AR5,2
VQE_XQAOA,1.0,AR5,3
VQE_XQAOA,0.9999997399070046,AR5,4
VQE_XQAOA,0.9457843953912909,AR5,5
VQE_XQAOA,1.0,AR5,6
VQE_XQAOA,0.9117784954252697,AR5,7
VQE_XQAOA,1.0,AR5,8
VQE_XQAOA,0.9505033493041992,AR5,9
VQE_XQAOA,1.0,AR5,10
VQE_XQAOA,0.9523804074242002,AR5,11
VQE_XQAOA,0.9999997399070046,AR5,12
VQE_XQAOA,0.9090914292768999,AR5,13
VQE_XQAOA,0.9523810432070777,AR5,14
VQE_XQAOA,1.0,AR5,15
VQE_XQAOA,0.9545454545454546,AR5,16
VQE_XQAOA,1.0,AR5,17
VQE_XQAOA,0.9897377967834473,AR5,18
VQE_XQAOA,1.0,AR5,19
VQE_XQAOA,0.9545460614291105,AR5,20
VQE_XQAOA,0.9523806799025762,AR5,21
VQE_XQAOA,0.9523919423421224,AR5,22
VQE_XQAOA,0.9523809523809523,AR5,23
VQE_XQAOA,0.997750186920166,AR5,24
VQE_XQAOA,0.9523809523809523,AR5,25
VQE_XQAOA,0.9823863619849795,AR5,26
VQE_XQAOA,1.0,AR5,27
VQE_XQAOA,0.8990508488246373,AR5,28
VQE_XQAOA,1.0,AR5,29
VQE_XQAOA,1.0,AR5,30
VQE_XQAOA,0.8636197176846591,AR5,31
VQE_XQAOA,0.9523809523809523,AR5,32
VQE_XQAOA,1.0,AR5,33
VQE_XQAOA,0.9985857009887695,AR5,34
VQE_XQAOA,1.0,AR5,35
VQE_XQAOA,0.9821817307245164,AR5,36
VQE_XQAOA,1.0,AR5,37
VQE_XQAOA,1.0,AR5,38
VQE_XQAOA,1.0,AR5,39
VQE_XQAOA,0.9424863542829242,AR5,40
VQE_XQAOA,1.0,AR5,41
VQE_XQAOA,0.9429140090942383,AR5,42
VQE_XQAOA,1.0,AR5,43
VQE_XQAOA,0.9061862400599888,AR5,44
VQE_XQAOA,1.0,AR5,45
VQE_XQAOA,0.999999713897705,AR5,46
VQE_XQAOA,0.9974021911621094,AR5,47
VQE_XQAOA,0.9523820422944569,AR10,0
VQE_XQAOA,0.9545454545454546,AR10,1
VQE_XQAOA,0.9523809523809523,AR10,2
VQE_XQAOA,1.0,AR10,3
VQE_XQAOA,0.9999993931163441,AR10,4
VQE_XQAOA,0.9528739235617898,AR10,5
VQE_XQAOA,1.0,AR10,6
VQE_XQAOA,0.9304578871954055,AR10,7
VQE_XQAOA,1.0,AR10,8
VQE_XQAOA,0.9510015487670899,AR10,9
VQE_XQAOA,1.0,AR10,10
VQE_XQAOA,0.9523798624674479,AR10,11
VQE_XQAOA,0.9999993931163441,AR10,12
VQE_XQAOA,0.9090919494628906,AR10,13
VQE_XQAOA,0.9523810432070777,AR10,14
VQE_XQAOA,1.0,AR10,15
VQE_XQAOA,0.9545454545454546,AR10,16
VQE_XQAOA,1.0,AR10,17
VQE_XQAOA,0.9978938102722168,AR10,18
VQE_XQAOA,1.0,AR10,19
VQE_XQAOA,0.9545465816151012,AR10,20
VQE_XQAOA,0.9523804074242002,AR10,21
VQE_XQAOA,0.9524030231294178,AR10,22
VQE_XQAOA,0.9523809523809523,AR10,23
VQE_XQAOA,0.9998988151550293,AR10,24
VQE_XQAOA,0.9523809523809523,AR10,25
VQE_XQAOA,0.9934956686837333,AR10,26
VQE_XQAOA,1.0,AR10,27
VQE_XQAOA,0.9080791473388672,AR10,28
VQE_XQAOA,1.0,AR10,29
VQE_XQAOA,1.0,AR10,30
VQE_XQAOA,0.8636363636363636,AR10,31
VQE_XQAOA,0.9523809523809523,AR10,32
VQE_XQAOA,1.0,AR10,33
VQE_XQAOA,0.9999601364135742,AR10,34
VQE_XQAOA,1.0,AR10,35
VQE_XQAOA,0.9933338165283203,AR10,36
VQE_XQAOA,1.0,AR10,37
VQE_XQAOA,1.0,AR10,38
VQE_XQAOA,1.0,AR10,39
VQE_XQAOA,0.9503420875186012,AR10,40
VQE_XQAOA,1.0,AR10,41
VQE_XQAOA,0.9490200042724609,AR10,42
VQE_XQAOA,1.0,AR10,43
VQE_XQAOA,0.9126123700823102,AR10,44
VQE_XQAOA,1.0,AR10,45
VQE_XQAOA,1.0,AR10,46
VQE_XQAOA,0.9998509667136453,AR10,47
VQE_iHVA,0.4999470114707947,opt,0
VQE_iHVA,7.485006790375337e-05,opt,1
VQE_iHVA,0.14389756321907043,opt,2
VQE_iHVA,0.9996458888053894,opt,3
VQE_iHVA,0.9994915723800659,opt,4
VQE_iHVA,0.23250436782836914,opt,5
VQE_iHVA,0.9957661628723145,opt,6
VQE_iHVA,0.4482690691947937,opt,7
VQE_iHVA,0.9997867345809937,opt,8
VQE_iHVA,0.9970804452896118,opt,9
VQE_iHVA,0.49030202627182007,opt,10
VQE_iHVA,0.9997317790985107,opt,11
VQE_iHVA,0.9972265958786011,opt,12
VQE_iHVA,0.4996180534362793,opt,13
VQE_iHVA,0.9999397993087769,opt,14
VQE_iHVA,0.4999281167984009,opt,15
VQE_iHVA,0.9829086065292358,opt,16
VQE_iHVA,0.45529705286026,opt,17
VQE_iHVA,0.22527886927127838,opt,18
VQE_iHVA,3.170005129504716e-06,opt,19
VQE_iHVA,0.9977264404296875,opt,20
VQE_iHVA,0.9998443722724915,opt,21
VQE_iHVA,0.4998280107975006,opt,22
VQE_iHVA,0.9942218065261841,opt,23
VQE_iHVA,0.49841201305389404,opt,24
VQE_iHVA,5.539046014746418e-06,opt,25
VQE_iHVA,0.4966452121734619,opt,26
VQE_iHVA,0.9981265068054199,opt,27
VQE_iHVA,0.9922628998756409,opt,28
VQE_iHVA,0.4976508915424347,opt,29
VQE_iHVA,0.9973929524421692,opt,30
VQE_iHVA,0.4999559819698334,opt,31
VQE_iHVA,0.22423788905143738,opt,32
VQE_iHVA,0.9912856817245483,opt,33
VQE_iHVA,0.4045235812664032,opt,34
VQE_iHVA,0.04785598814487457,opt,35
VQE_iHVA,0.9952197670936584,opt,36
VQE_iHVA,0.9999832510948181,opt,37
VQE_iHVA,0.9992280006408691,opt,38
VQE_iHVA,0.9975783228874207,opt,39
VQE_iHVA,0.4946683943271637,opt,40
VQE_iHVA,0.9999681115150452,opt,41
VQE_iHVA,0.9966683387756348,opt,42
VQE_iHVA,0.4877619445323944,opt,43
VQE_iHVA,0.995661199092865,opt,44
VQE_iHVA,0.4893128275871277,opt,45
VQE_iHVA,0.9976130127906799,opt,46
VQE_iHVA,0.9985406398773193,opt,47
VQE_iHVA,0.97618529910133,AR1,0
VQE_iHVA,0.9316479076038707,AR1,1
VQE_iHVA,0.9488756997244698,AR1,2
VQE_iHVA,0.9999838742342863,AR1,3
VQE_iHVA,0.9999120885675604,AR1,4
VQE_iHVA,0.9082722230391069,AR1,5
VQE_iHVA,0.9997207641601562,AR1,6
VQE_iHVA,0.9695656186058408,AR1,7
VQE_iHVA,0.9999592520973899,AR1,8
VQE_iHVA,0.999851131439209,AR1,9
VQE_iHVA,0.9731987953186035,AR1,10
VQE_iHVA,0.999984377906436,AR1,11
VQE_iHVA,0.999858249317516,AR1,12
VQE_iHVA,0.9312450235540216,AR1,13
VQE_iHVA,0.9999941871279762,AR1,14
VQE_iHVA,0.9313901554454457,AR1,15
VQE_iHVA,0.999180793762207,AR1,16
VQE_iHVA,0.9717227935791015,AR1,17
VQE_iHVA,0.9495415687561035,AR1,18
VQE_iHVA,0.9276851472400484,AR1,19
VQE_iHVA,0.999893535267223,AR1,20
VQE_iHVA,0.9999904632568359,AR1,21
VQE_iHVA,0.9761679513113839,AR1,22
VQE_iHVA,0.9996931893484933,AR1,23
VQE_iHVA,0.9746009826660156,AR1,24
VQE_iHVA,0.9274923233758836,AR1,25
VQE_iHVA,0.9756915682838077,AR1,26
VQE_iHVA,0.9998766899108886,AR1,27
VQE_iHVA,0.999543235415504,AR1,28
VQE_iHVA,0.9746813774108887,AR1,29
VQE_iHVA,0.9998814842917703,AR1,30
VQE_iHVA,0.9314260482788086,AR1,31
VQE_iHVA,0.928077879406157,AR1,32
VQE_iHVA,0.9995599746704101,AR1,33
VQE_iHVA,0.9497410774230957,AR1,34
VQE_iHVA,0.9490004539489746,AR1,35
VQE_iHVA,0.9996518634614491,AR1,36
VQE_iHVA,0.9999993931163441,AR1,37
VQE_iHVA,0.99996094476609,AR1,38
VQE_iHVA,0.9998756755482067,AR1,39
VQE_iHVA,0.9758500598725819,AR1,40
VQE_iHVA,0.9999984394420277,AR1,41
VQE_iHVA,0.9997188568115234,AR1,42
VQE_iHVA,0.9749283563523066,AR1,43
VQE_iHVA,0.9997909182593936,AR1,44
VQE_iHVA,0.9720530258981805,AR1,45
VQE_iHVA,0.9998412132263184,AR1,46
VQE_iHVA,0.9999328093095259,AR1,47
VQE_iHVA,0.988092785789853,AR2,0
VQE_iHVA,0.9431392496282404,AR2,1
VQE_iHVA,0.9632425762358165,AR2,2
VQE_iHVA,1.0,AR2,3
VQE_iHVA,0.9999999133023348,AR2,4
VQE_iHVA,0.9532738598910245,AR2,5
VQE_iHVA,0.999998950958252,AR2,6
VQE_iHVA,0.9851908002580915,AR2,7
VQE_iHVA,0.9999999133023348,AR2,8
VQE_iHVA,0.9999996185302734,AR2,9
VQE_iHVA,0.9869781494140625,AR2,10
VQE_iHVA,1.0,AR2,11
VQE_iHVA,0.9999995665116743,AR2,12
VQE_iHVA,0.9658608003096147,AR2,13
VQE_iHVA,1.0,AR2,14
VQE_iHVA,0.9658983403986151,AR2,15
VQE_iHVA,0.9999867352572355,AR2,16
VQE_iHVA,0.9851490974426269,AR2,17
VQE_iHVA,0.9672750473022461,AR2,18
VQE_iHVA,0.9400729224795387,AR2,19
VQE_iHVA,0.9999998266046698,AR2,20
VQE_iHVA,1.0,AR2,21
VQE_iHVA,0.9880869729178292,AR2,22
VQE_iHVA,0.9999983651297433,AR2,23
VQE_iHVA,0.9874197959899902,AR2,24
VQE_iHVA,0.9402355012439546,AR2,25
VQE_iHVA,0.987933840070452,AR2,26
VQE_iHVA,0.999999713897705,AR2,27
VQE_iHVA,0.9999970027378627,AR2,28
VQE_iHVA,0.9873817443847657,AR2,29
VQE_iHVA,0.9999999133023348,AR2,30
VQE_iHVA,0.9659024151888761,AR2,31
VQE_iHVA,0.9568706694103423,AR2,32
VQE_iHVA,0.9999961853027344,AR2,33
VQE_iHVA,0.974028491973877,AR2,34
VQE_iHVA,0.9544587135314941,AR2,35
VQE_iHVA,0.9999987284342448,AR2,36
VQE_iHVA,1.0,AR2,37
VQE_iHVA,0.9999999091738746,AR2,38
VQE_iHVA,0.9999997399070046,AR2,39
VQE_iHVA,0.987840107509068,AR2,40
VQE_iHVA,1.0,AR2,41
VQE_iHVA,0.9999994277954102,AR2,42
VQE_iHVA,0.987497057233538,AR2,43
VQE_iHVA,0.9999990917387462,AR2,44
VQE_iHVA,0.9862608658640009,AR2,45
VQE_iHVA,0.9999998092651368,AR2,46
VQE_iHVA,0.9999998266046698,AR2,47
VQE_iHVA,0.9940458025251117,AR3,0
VQE_iHVA,0.948836933482777,AR3,1
VQE_iHVA,0.9697597140357608,AR3,2
VQE_iHVA,1.0,AR3,3
VQE_iHVA,1.0,AR3,4
VQE_iHVA,0.9715798117897727,AR3,5
VQE_iHVA,1.0,AR3,6
VQE_iHVA,0.9919774191720145,AR3,7
VQE_iHVA,1.0,AR3,8
VQE_iHVA,1.0,AR3,9
VQE_iHVA,0.9933784484863282,AR3,10
VQE_iHVA,1.0,AR3,11
VQE_iHVA,1.0,AR3,12
VQE_iHVA,0.9829225540161133,AR3,13
VQE_iHVA,1.0,AR3,14
VQE_iHVA,0.9829494302923029,AR3,15
VQE_iHVA,0.9999997399070046,AR3,16
VQE_iHVA,0.9919191360473633,AR3,17
VQE_iHVA,0.9761180877685547,AR3,18
VQE_iHVA,0.9461269378662109,AR3,19
VQE_iHVA,1.0,AR3,20
VQE_iHVA,1.0,AR3,21
VQE_iHVA,0.9940413520449684,AR3,22
VQE_iHVA,1.0,AR3,23
VQE_iHVA,0.9936901092529297,AR3,24
VQE_iHVA,0.9462549118768602,AR3,25
VQE_iHVA,0.993927001953125,AR3,26
VQE_iHVA,0.9999998092651368,AR3,27
VQE_iHVA,1.0,AR3,28
VQE_iHVA,0.9936614990234375,AR3,29
VQE_iHVA,1.0,AR3,30
VQE_iHVA,0.9829521179199219,AR3,31
VQE_iHVA,0.9711924961635044,AR3,32
VQE_iHVA,1.0,AR3,33
VQE_iHVA,0.9860965728759765,AR3,34
VQE_iHVA,0.9568265914916992,AR3,35
VQE_iHVA,1.0,AR3,36
VQE_iHVA,1.0,AR3,37
VQE_iHVA,1.0,AR3,38
VQE_iHVA,1.0,AR3,39
VQE_iHVA,0.9938552493140811,AR3,40
VQE_iHVA,1.0,AR3,41
VQE_iHVA,1.0,AR3,42
VQE_iHVA,0.9936000279017857,AR3,43
VQE_iHVA,1.0,AR3,44
VQE_iHVA,0.9929900922273335,AR3,45
VQE_iHVA,1.0,AR3,46
VQE_iHVA,1.0,AR3,47
VQE_iHVA,0.9985110873267764,AR5,0
VQE_iHVA,0.9531265605579723,AR5,1
VQE_iHVA,0.9780878339494977,AR5,2
VQE_iHVA,1.0,AR5,3
VQE_iHVA,1.0,AR5,4
VQE_iHVA,0.9863225763494318,AR5,5
VQE_iHVA,1.0,AR5,6
VQE_iHVA,0.9975659506661552,AR5,7
VQE_iHVA,1.0,AR5,8
VQE_iHVA,1.0,AR5,9
VQE_iHVA,0.9982800483703613,AR5,10
VQE_iHVA,1.0,AR5,11
VQE_iHVA,1.0,AR5,12
VQE_iHVA,0.9957253716208718,AR5,13
VQE_iHVA,1.0,AR5,14
VQE_iHVA,0.9957370758056641,AR5,15
VQE_iHVA,1.0,AR5,16
VQE_iHVA,0.9976025581359863,AR5,17
VQE_iHVA,0.9860115051269531,AR5,18
VQE_iHVA,0.9507660638718378,AR5,19
VQE_iHVA,1.0,AR5,20
VQE_iHVA,1.0,AR5,21
VQE_iHVA,0.9985090891520182,AR5,22
VQE_iHVA,1.0,AR5,23
VQE_iHVA,0.9984122276306152,AR5,24
VQE_iHVA,0.9508208320254371,AR5,25
VQE_iHVA,0.9984613146100726,AR5,26
VQE_iHVA,0.999999713897705,AR5,27
VQE_iHVA,1.0,AR5,28
VQE_iHVA,0.9984004974365235,AR5,29
VQE_iHVA,1.0,AR5,30
VQE_iHVA,0.9957381161776456,AR5,31
VQE_iHVA,0.9850813547770182,AR5,32
VQE_iHVA,1.0,AR5,33
VQE_iHVA,0.9957046508789062,AR5,34
VQE_iHVA,0.9608723640441894,AR5,35
VQE_iHVA,1.0,AR5,36
VQE_iHVA,1.0,AR5,37
VQE_iHVA,1.0,AR5,38
VQE_iHVA,1.0,AR5,39
VQE_iHVA,0.9984307970319476,AR5,40
VQE_iHVA,1.0,AR5,41
VQE_iHVA,1.0,AR5,42
VQE_iHVA,0.9983212607247489,AR5,43
VQE_iHVA,1.0,AR5,44
VQE_iHVA,0.9981717561420641,AR5,45
VQE_iHVA,1.0,AR5,46
VQE_iHVA,1.0,AR5,47
VQE_iHVA,0.9999534061976841,AR10,0
VQE_iHVA,0.9545340104536577,AR10,1
VQE_iHVA,0.989929925827753,AR10,2
VQE_iHVA,1.0,AR10,3
VQE_iHVA,1.0,AR10,4
VQE_iHVA,0.996731237931685,AR10,5
VQE_iHVA,1.0,AR10,6
VQE_iHVA,0.9998767489478702,AR10,7
VQE_iHVA,1.0,AR10,8
VQE_iHVA,1.0,AR10,9
VQE_iHVA,0.9999408721923828,AR10,10
VQE_iHVA,1.0,AR10,11
VQE_iHVA,1.0,AR10,12
VQE_iHVA,0.9998659654097124,AR10,13
VQE_iHVA,1.0,AR10,14
VQE_iHVA,0.9998678727583452,AR10,15
VQE_iHVA,1.0,AR10,16
VQE_iHVA,0.999885082244873,AR10,17
VQE_iHVA,0.9961051940917969,AR10,18
VQE_iHVA,0.9523287273588634,AR10,19
VQE_iHVA,1.0,AR10,20
VQE_iHVA,1.0,AR10,21
VQE_iHVA,0.9999527704148066,AR10,22
VQE_iHVA,1.0,AR10,23
VQE_iHVA,0.9999489784240723,AR10,24
VQE_iHVA,0.9523323604038784,AR10,25
VQE_iHVA,0.9999503181094215,AR10,26
VQE_iHVA,0.9999994277954102,AR10,27
VQE_iHVA,1.0,AR10,28
VQE_iHVA,0.999948787689209,AR10,29
VQE_iHVA,1.0,AR10,30
VQE_iHVA,0.9998679594560103,AR10,31
VQE_iHVA,0.996193113781157,AR10,32
VQE_iHVA,1.0,AR10,33
VQE_iHVA,0.9997130393981933,AR10,34
VQE_iHVA,0.9693806648254395,AR10,35
VQE_iHVA,1.0,AR10,36
VQE_iHVA,1.0,AR10,37
VQE_iHVA,1.0,AR10,38
VQE_iHVA,1.0,AR10,39
VQE_iHVA,0.999948229108538,AR10,40
VQE_iHVA,1.0,AR10,41
VQE_iHVA,1.0,AR10,42
VQE_iHVA,0.9999419621058873,AR10,43
VQE_iHVA,1.0,AR10,44
VQE_iHVA,0.9999364551744963,AR10,45
VQE_iHVA,1.0,AR10,46
VQE_iHVA,1.0,AR10,47
VQE_P2A,0.9998205900192261,opt,0
VQE_P2A,0.9998877048492432,opt,1
VQE_P2A,1.976981023332769e-09,opt,2
VQE_P2A,0.9998792409896851,opt,3
VQE_P2A,5.708835071338569e-10,opt,4
VQE_P2A,4.007647547155102e-10,opt,5
VQE_P2A,0.9983426332473755,opt,6
VQE_P2A,4.848951018487924e-09,opt,7
VQE_P2A,0.9998811483383179,opt,8
VQE_P2A,0.997555673122406,opt,9
VQE_P2A,0.9977526068687439,opt,10
VQE_P2A,0.9998558759689331,opt,11
VQE_P2A,0.9998924136161804,opt,12
VQE_P2A,0.9998806715011597,opt,13
VQE_P2A,0.9998626708984375,opt,14
VQE_P2A,0.9998685121536255,opt,15
VQE_P2A,0.9996052384376526,opt,16
VQE_P2A,0.9978943467140198,opt,17
VQE_P2A,0.9894808530807495,opt,18
VQE_P2A,0.9998588562011719,opt,19
VQE_P2A,0.9998806715011597,opt,20
VQE_P2A,6.729788948334203e-10,opt,21
VQE_P2A,0.9998303651809692,opt,22
VQE_P2A,0.9997584819793701,opt,23
VQE_P2A,0.9932589530944824,opt,24
VQE_P2A,3.0658186005894095e-05,opt,25
VQE_P2A,0.9998732805252075,opt,26
VQE_P2A,0.9977011680603027,opt,27
VQE_P2A,0.999842643737793,opt,28
